Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Corporate Real Estate Management,Mechanical and Electrical,"843 Palmerston Ave - Painting, RTUs & Exhausts",0.00,26.00,127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.00,11.00,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell Ave- Rpl Exhaust Fans,0.00,36.00,330.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,816.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell -Var Mech SOGR Projects,0.00,0.00,207.00,1036.00,1414.00,0.00,0.00,0.00,0.00,0.00,2657.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell-Replace H.W. Unit Heaters,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,138.00,151.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell-VAV Terminal Air Units,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.00,810.00,0.00,912.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,891 Morningside Ave-Rplc of the Air Make-up Unit f,0.00,0.00,0.00,6.00,53.00,0.00,0.00,0.00,0.00,0.00,59.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,900 Tapscott -Repl Domestic Hot Water Heater,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,23.00,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,91 Front St E- Rpl of Switchboards,0.00,0.00,54.00,632.00,0.00,0.00,0.00,0.00,0.00,0.00,686.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,ECC - Critical SOGR Small Capital Work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,2.00,Etobicoke Centre,State of Good Repair
Corporate Real Estate Management,NW PATH - Phase 2,North West PATH - Phase 2,-15987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15987.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,NW PATH - Phase 2,NW Path - Phase 2,15987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15987.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,Property Acquisitions,8 Cumberland St,1672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672.00,11.00,University-Rosedale,Growth Related
Corporate Real Estate Management,Property Acquisitions,Parkdale Hub Acquisition,213.00,17237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17450.00,4.00,Parkdale-High Park,Growth Related
Corporate Real Estate Management,Real Estate Services,Temporary Security Enhancements at US & NPS,100.00,900.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Real Estate Services,Booth Yards Feasibility 2022,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,14.00,Toronto-Danforth,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Environmental Remediation - 640 Lansdowne,230.00,148.00,-54.00,-54.00,-54.00,-54.00,-54.00,-54.00,-54.00,0.00,-,9.00,Davenport,Health and Safety
Corporate Real Estate Management,Real Estate Services,Environmental Remediation - 640 Lansdowne,1580.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,0.00,2012.00,9.00,Davenport,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Future use of Old City Hall - Final Design & Tende,100.00,5000.00,5900.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,13.00,Toronto Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,"New ECC Ph3 Detailed Design, Contract & Compliance",10441.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10441.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,New Etobicoke CC - Phase 4 Tender & Construction,0.00,140002.00,105449.00,129856.00,21253.00,0.00,0.00,0.00,0.00,0.00,396560.00,2.00,Etobicoke Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Security Bollards Study at Union Station-Additonal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Real Estate Services,Wellington Destructor,0.00,16000.00,15000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,32000.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,Renovations,160 Eglinton - Flooring replacement on 1st floor,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,321.00,328.00,12.00,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Renovations,2700 Eglinton - Refinish Public Area Walls,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,314.00,328.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Renovations,3061 Birchmount Road-Roof & Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,65.00,22.00,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE Bldg D-Interior Repainting,0.00,0.00,0.00,3.00,163.00,0.00,0.00,0.00,0.00,0.00,166.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE-Bldg E-Interior Repainting,0.00,0.00,0.00,3.00,85.00,0.00,0.00,0.00,0.00,0.00,88.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,433 Eastern Ave -Renovate Washroom,0.00,0.00,0.00,5.00,89.00,0.00,0.00,0.00,0.00,0.00,94.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,700 EGLINTON AVE W-Refurbish terrazzo floors,0.00,0.00,0.00,21.00,134.00,0.00,0.00,0.00,0.00,0.00,155.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Interior Painting,0.00,0.00,0.00,4.00,59.00,0.00,0.00,0.00,0.00,0.00,63.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Renovate Washroom,0.00,0.00,0.00,9.00,73.00,0.00,0.00,0.00,0.00,0.00,82.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,"100 Queen St W- Elevators 15, 16, 17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Renovations,1288 Queen St. W-Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,68.00,4.00,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Renovations,1401 CASTLEFIELD AVE-Interior Painting,0.00,0.00,0.00,3.00,81.00,0.00,0.00,0.00,0.00,0.00,84.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,146 The East Mall-Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,105.00,109.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,150 Borough-renovate WCs and Kitchenette,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,218.00,0.00,255.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Renovations,150 Borough-Repaint Walls,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,455.00,506.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Renovations,153 Chatham-Interior Repainting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,17.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,1535 Kingston Road - Various Projects,0.00,0.00,0.00,6.00,113.00,0.00,0.00,0.00,0.00,0.00,119.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Renovations,185 Fifth St - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,247.00,274.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,"185 Fifth St-1st & 3rd Floor Interior Finishes,Roo",0.00,0.00,182.00,724.00,0.00,0.00,0.00,0.00,0.00,0.00,906.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,185 Fifth St-Roof Membrane&Int Finishes,0.00,143.00,246.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,"207 Front-Bsmt ceiling rehab, etc",0.00,0.00,0.00,39.00,490.00,0.00,0.00,0.00,0.00,0.00,529.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Renovations,251 ESTHER SHINER-Interior Repainting,0.00,0.00,0.00,3.00,149.00,0.00,0.00,0.00,0.00,0.00,152.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Renovations,255 Spadina-Rpl MCC & Interior Painting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,276.00,281.00,12.00,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Renovations,"256 Cosburn Ave.-Replace Carpet, Vinyl, Fire Separ",0.00,0.00,0.00,37.00,222.00,0.00,0.00,0.00,0.00,0.00,259.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,259 Horner-Renovations Mech Sitework,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,38.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,2700 Eglinton W- Council Chamber Carpeting,0.00,12.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,276.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Renovations,"2753 Jane St-Replace Quarry Tile Flooring, Plumbin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Renovations,308 Prince Edward Dr-Repair Interior Fire Separati,0.00,0.00,0.00,30.00,49.00,0.00,0.00,0.00,0.00,0.00,79.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE-Renovate Washrooms,0.00,0.00,0.00,6.00,71.00,0.00,0.00,0.00,0.00,0.00,77.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE-Replace entire flooring,0.00,0.00,0.00,6.00,159.00,0.00,0.00,0.00,0.00,0.00,165.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING-Renovate Washrooms,0.00,0.00,0.00,6.00,66.00,0.00,0.00,0.00,0.00,0.00,72.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,35 Spadina Road - Various Projects,0.00,0.00,8.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00,11.00,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Renovations,"4100 Keele St-Interior Renovation, leak and sprink",0.00,18.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Renovations,4219 Dundas St-Interior Finishes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,65.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,433 Eastern Ave -Block B-Renovate Kitchen,0.00,0.00,0.00,18.00,67.00,0.00,0.00,0.00,0.00,0.00,85.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,433 Eastern Ave-Renovate Washrooms,0.00,0.00,0.00,5.00,33.00,0.00,0.00,0.00,0.00,0.00,38.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,55 John St - Various Projects - Architectural 1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,66.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Renovations,55 John-Renew Finishes 3rd Fl Meeting Room,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.00,219.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Renovations,61 TORYORK-Interior Painting,0.00,0.00,0.00,3.00,78.00,0.00,0.00,0.00,0.00,0.00,81.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Renovations,700 EGLINTON AVE W-Replace interior doors and glaz,0.00,0.00,0.00,9.00,108.00,0.00,0.00,0.00,0.00,0.00,117.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,700 Eglinton Ave. W - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,81.00,93.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,765 Queen St.E-General interior renovations - phas,0.00,0.00,212.00,218.00,224.00,0.00,0.00,0.00,0.00,0.00,654.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,786 Dundas St E_Repaint general workshop areas,0.00,0.00,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,821 Progress-Replace entire Flooring,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,141.00,145.00,24.00,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Renovations,"843 PALMERSTON-Repl Fire Alarm Sys,Sump pumps,Repa",0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,11.00,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE -Replace Entire Flooring,0.00,0.00,0.00,10.00,170.00,0.00,0.00,0.00,0.00,0.00,180.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Interior Painting,0.00,0.00,0.00,13.00,130.00,0.00,0.00,0.00,0.00,0.00,143.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Interior repainting,0.00,0.00,0.00,4.00,64.00,0.00,0.00,0.00,0.00,0.00,68.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Renovate Kitchen,0.00,0.00,0.00,9.00,47.00,0.00,0.00,0.00,0.00,0.00,56.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,9 Clendenan-Renovations,0.00,0.00,0.00,9.00,32.00,0.00,0.00,0.00,0.00,0.00,41.00,4.00,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Renovations,St Lawrence Market - South - Renovations,100.00,825.00,1325.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,3750.00,13.00,Toronto Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Re-roofing,1076 PAPE AVE-Re-roofing,0.00,0.00,0.00,269.00,0.00,0.00,0.00,0.00,0.00,0.00,269.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,185 FIFTH ST-Replacment of Third Storey Roofing M,0.00,0.00,0.00,21.00,268.00,0.00,0.00,0.00,0.00,0.00,289.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,313 PHARMACY AVE-Low Sloped Roofing System,0.00,0.00,0.00,0.00,92.00,324.00,270.00,0.00,0.00,0.00,686.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Re-roofing,330 Bering Ave -Main roof replacement,0.00,0.00,0.00,10.00,142.00,0.00,0.00,0.00,0.00,0.00,152.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,100 Queen-Rpr/Rpl columns&expnsion joints,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,501.00,0.00,549.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,111 KING ST E-Rplc. of Roofing Membrane,0.00,0.00,0.00,11.00,112.00,0.00,0.00,0.00,0.00,0.00,123.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,1135 Caledonia-Roof Replacement,0.00,0.00,0.00,3.00,223.00,0.00,0.00,0.00,0.00,0.00,226.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Re-roofing,1401 CASTLEFIELD AVE -Built Up Roof Replacement,0.00,0.00,0.00,65.00,691.00,0.00,0.00,0.00,0.00,0.00,756.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Re-roofing,1401 CASTLEFIELD-Modified Bitumen Roof Replacement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,93.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Re-roofing,2050 JANE-Re-roofing & Ceiling,0.00,1237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Re-roofing,251 ESTHER SHINER BLVD-Main roof replacement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Re-roofing,301 Broadview Ave - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,58.00,63.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,320 BERING AVE-Main roof replacement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Re-roofing,330 BERING AVE-Main roof replacement,0.00,0.00,9.00,141.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,3325 Warden Ave-Replace Roofing Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00,137.00,22.00,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Re-roofing,4560 Sheppard Ave E-Repl Roofing Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.00,131.00,23.00,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Re-roofing,49 Toryork Drive-Main Roof Replacement,0.00,0.00,0.00,7.00,478.00,0.00,0.00,0.00,0.00,0.00,485.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Re-roofing,821 Progress Ave - various SOGR,0.00,8.00,277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.00,24.00,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Re-roofing,843 Eastern-Roof replacement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,116.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,91 Front St E-Rpl Roof OH Dr Stairs Flr,0.00,219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,97 Main St - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,108.00,119.00,19.00,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Repl of Retaining Wall,0.00,0.00,0.00,6.00,60.00,0.00,0.00,0.00,0.00,0.00,66.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Replacement of Asphalt Pave,0.00,0.00,0.00,50.00,987.00,0.00,0.00,0.00,0.00,0.00,1037.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1535 Albion Road - Various Projects,0.00,0.00,0.00,5.00,49.00,0.00,0.00,0.00,0.00,0.00,54.00,1.00,Etobicoke North,State of Good Repair
Corporate Real Estate Management,Sitework,313 Pharmacy Ave-Replace Stair Chairclimber,0.00,3.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Sitework,9 Clendenan Ave - Various Projects,0.00,0.00,0.00,9.00,96.00,0.00,0.00,0.00,0.00,0.00,105.00,4.00,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Sitework,100 Queen W- Clean exterior concrete,0.00,22.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,100 Queen-Rehab Elevated Walkways,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1257.00,252.00,0.00,1509.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,"1135 Caledonia - Roofing, Asphalt, Sidewalks",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,29.00,57.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,115 Parkway Forest-Asphalt Ravement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.00,293.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Sitework,"116 Dorset-Parking,Alarm,Ext Lighting",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.00,174.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Replacement of Concrete Side,0.00,0.00,0.00,7.00,77.00,0.00,0.00,0.00,0.00,0.00,84.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Asphalt Paveme,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,48.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Chain-Link Fen,0.00,0.00,0.00,13.00,159.00,0.00,0.00,0.00,0.00,0.00,172.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Metal Guardrai,0.00,0.00,0.00,3.00,40.00,0.00,0.00,0.00,0.00,0.00,43.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD Replacement of Asphalt Pavement i,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,150 Borough - Asphalt Replacement (2),0.00,0.00,0.00,57.00,1097.00,0.00,0.00,0.00,0.00,0.00,1154.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Sitework,150 Borough Dr - Various Projects,0.00,27.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Sitework,20 Beffort Rd-RPL Water Heater & Asphalt,0.00,7.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,6.00,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,20 Beffort-Replace front asphalt driveway,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,552.00,557.00,6.00,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,200 TRETHEWEY-Asphalt Pavement Wall Rehab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1545.00,1545.00,12.00,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Sitework,3300 Bayview-Pavement&Painting,0.00,0.00,0.00,7.00,96.00,0.00,0.00,0.00,0.00,0.00,103.00,18.00,Willowdale,State of Good Repair
Corporate Real Estate Management,Sitework,3600 Danforth Ave-Replace Parking Lot Elements,0.00,0.00,0.00,7.00,260.00,0.00,0.00,0.00,0.00,0.00,267.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Sitework,"433 Eastern Ave-Replacement of Chain-Link Fence, M",0.00,0.00,0.00,21.00,259.00,0.00,0.00,0.00,0.00,0.00,280.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,4330 Dufferin-Roof Replmnt&Various-Architectural1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,294.00,326.00,6.00,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,49 TORYORK-Asphalt Pavement in Visitor Parking Lot,0.00,0.00,0.00,80.00,1604.00,0.00,0.00,0.00,0.00,0.00,1684.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Sitework,49 TORYORK-Concrete Sidewalks and Concrete Curbs,0.00,0.00,0.00,6.00,55.00,0.00,0.00,0.00,0.00,0.00,61.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Sitework,5100 Yonge St_CCTV Camera renewal in the Square,0.00,0.00,0.00,169.00,0.00,0.00,0.00,0.00,0.00,0.00,169.00,18.00,Willowdale,State of Good Repair
Corporate Real Estate Management,Sitework,539 Queens Quay W-Repl Asphalt&Concrete,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,786 Dundas St E_Resurface the asphalted west yard,0.00,0.00,0.00,184.00,0.00,0.00,0.00,0.00,0.00,0.00,184.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Replacement of Metal Guardrail,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00,0.00,0.00,107.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Rplc of Deteriorated Chain-Lin,0.00,0.00,0.00,6.00,89.00,0.00,0.00,0.00,0.00,0.00,95.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"267 Humberline Dr-Replacement of fire detection,",0.00,0.00,25.00,272.00,0.00,0.00,0.00,0.00,0.00,0.00,297.00,1.00,Etobicoke North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,280 Burnhanthorpe Rd-Replace Exterior Windows and,0.00,0.00,99.00,453.00,0.00,0.00,0.00,0.00,0.00,0.00,552.00,2.00,Etobicoke Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"441 BLOOR ST E-Structural Slab/PreCast, Interior",0.00,21.00,218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"4562 Sheppard Avenue E-Replace Ext Windows Doors,",0.00,0.00,0.00,28.00,312.00,0.00,0.00,0.00,0.00,0.00,340.00,23.00,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,100 Queen W Parking - Various SOGR Project,0.00,3.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,10.00,Spadina-Fort York,State of Good Repair
